,0,1,2,3,4,5,6,7
0,breakpoint_environment,high_rate,low_rate,Glenn,environmentalImpact,happynessScore,totalProfittotalScore,
279,50,0.5,0.055,0.5600000000000003,200,-4888,367499.9999999999,362811.9999999999
280,50,0.5,0.055,0.5600000000000003,200,-4699,367499.9999999999,363000.9999999999
281,50,0.5,0.055,0.5700000000000003,200,-4036,367499.9999999999,363663.9999999999
282,50,0.5,0.055,0.5700000000000003,200,-5711,367499.9999999999,361988.9999999999
283,50,0.5,0.055,0.5700000000000003,200,-4793,367499.9999999999,362906.9999999999
284,50,0.5,0.055,0.5700000000000003,200,-4270,367499.9999999999,363429.9999999999
285,50,0.5,0.055,0.5700000000000003,200,-5137,367499.9999999999,362562.9999999999
286,50,0.5,0.055,0.5800000000000003,200,-4470,367499.9999999999,363229.9999999999
287,50,0.5,0.055,0.5800000000000003,200,-5187,367499.9999999999,362512.9999999999
288,50,0.5,0.055,0.5800000000000003,200,-5030,367499.9999999999,362669.9999999999
289,50,0.5,0.055,0.5800000000000003,200,-4922,367499.9999999999,362777.9999999999
290,50,0.5,0.055,0.5800000000000003,200,-4783,367499.9999999999,362916.9999999999
291,50,0.5,0.055,0.5900000000000003,200,-4341,367499.9999999999,363358.9999999999
292,50,0.5,0.055,0.5900000000000003,200,-4552,367499.9999999999,363147.9999999999
293,50,0.5,0.055,0.5900000000000003,200,-4699,367499.9999999999,363000.9999999999
294,50,0.5,0.055,0.5900000000000003,200,-4590,367499.9999999999,363109.9999999999
295,50,0.5,0.055,0.5900000000000003,200,-5468,367499.9999999999,362231.9999999999
296,50,0.5,0.055,0.6000000000000003,200,-5287,367499.9999999999,362412.9999999999
297,50,0.5,0.055,0.6000000000000003,200,-4917,367499.9999999999,362782.9999999999
298,50,0.5,0.055,0.6000000000000003,200,-5161,367499.9999999999,362538.9999999999
299,50,0.5,0.055,0.6000000000000003,200,-4348,367499.9999999999,363351.9999999999
300,50,0.5,0.055,0.6000000000000003,200,-4848,367499.9999999999,362851.9999999999
301,50,0.5,0.055,0.6100000000000003,200,-4845,367499.9999999999,362854.9999999999
302,50,0.5,0.055,0.6100000000000003,200,-5604,367499.9999999999,362095.9999999999
303,50,0.5,0.055,0.6100000000000003,200,-4544,367499.9999999999,363155.9999999999
304,50,0.5,0.055,0.6100000000000003,200,-4893,367499.9999999999,362806.9999999999
305,50,0.5,0.055,0.6100000000000003,200,-4816,367499.9999999999,362883.9999999999
306,50,0.5,0.055,0.6200000000000003,200,-4117,367499.9999999999,363582.9999999999
307,50,0.5,0.055,0.6200000000000003,200,-4880,367499.9999999999,362819.9999999999
308,50,0.5,0.055,0.6200000000000003,200,-4987,367499.9999999999,362712.9999999999
309,50,0.5,0.055,0.6200000000000003,200,-5183,367499.9999999999,362516.9999999999
310,50,0.5,0.055,0.6200000000000003,200,-4331,367499.9999999999,363368.9999999999
311,50,0.5,0.055,0.6300000000000003,200,-5558,367499.9999999999,362141.9999999999
312,50,0.5,0.055,0.6300000000000003,200,-5040,367499.9999999999,362659.9999999999
313,50,0.5,0.055,0.6300000000000003,200,-4624,367499.9999999999,363075.9999999999
314,50,0.5,0.055,0.6300000000000003,200,-5273,367499.9999999999,362426.9999999999
315,50,0.5,0.055,0.6300000000000003,200,-4695,367499.9999999999,363004.9999999999
316,50,0.5,0.055,0.6400000000000003,200,-4655,367499.9999999999,363044.9999999999
317,50,0.5,0.055,0.6400000000000003,200,-4550,367499.9999999999,363149.9999999999
318,50,0.5,0.055,0.6400000000000003,200,-4874,367499.9999999999,362825.9999999999
319,50,0.5,0.055,0.6400000000000003,200,-5030,367499.9999999999,362669.9999999999
320,50,0.5,0.055,0.6400000000000003,200,-4691,367499.9999999999,363008.9999999999
321,50,0.5,0.055,0.6500000000000004,200,-5036,367499.9999999999,362663.9999999999
322,50,0.5,0.055,0.6500000000000004,200,-4536,367499.9999999999,363163.9999999999
323,50,0.5,0.055,0.6500000000000004,200,-4911,367499.9999999999,362788.9999999999
